round,accuracy,fl
2,0.195874304,259.9143754
3,0.196527347,284.106349
4,0.370313466,280.8901579
5,0.536724031,277.2088133
6,0.626613379,281.9445602
7,0.682467759,290.367944
8,0.722725868,283.8837061
9,0.747887194,278.5266371
10,0.766441286,279.3638468
11,0.781807005,280.7151884
,0.562738164,279.6921578
