round,accuracy,fl
2,0.2764,144.4783228
3,0.354699999,144.1305203
4,0.389200002,146.5955298
5,0.415199995,144.5902976
6,0.431899995,145.1221788
7,0.446500003,144.4122159
8,0.45480001,146.5097107
9,0.464700013,142.6963056
10,0.475800008,144.2972569
11,0.483999997,143.8912221
,0.419320002,144.6723561
