round,accuracy,fl
2,0.242300004,153.0958572
3,0.279100001,154.1021392
4,0.336100012,156.4980307
5,0.363700002,162.1590325
6,0.377999991,155.1428282
7,0.389299989,153.9790204
8,0.405400008,153.216358
9,0.416099995,156.7612096
10,0.420300007,153.3422727
11,0.429699987,157.4087949
,0.366,155.5705543
