round,accuracy,fl
2,0.719500005,9229.272477
3,0.74940002,9185.015851
4,0.767199993,9143.093885
5,0.781000018,9062.877298
6,0.798399985,9070.623198
7,0.808499992,9103.90886
8,0.817399979,9092.446202
9,0.824299991,9055.418409
10,0.8301,9043.523698
11,0.835399985,9124.941981
,0.793119997,9111.112186
