round,accuracy,fl
2,0.195874304,276.5810587
3,0.478603244,286.7001584
4,0.686770141,287.0042852
5,0.754033506,301.5624726
6,0.789720356,281.9172675
7,0.807506144,283.7038104
8,0.819337726,280.3953206
9,0.825599253,279.8057659
10,0.83170712,299.121869
11,0.836893082,305.1625707
,0.702604488,288.1954579
