round,accuracy,fl
2,0.207000002,7184.937628
3,0.264899999,7192.439925
4,0.351900011,7192.004941
5,0.384799987,7171.08099
6,0.400700003,7179.295892
7,0.410699993,7176.558981
8,0.420100003,7180.569944
9,0.425999999,7175.372906
10,0.432200015,7205.317973
11,0.439799994,7172.13287
,0.373810001,7182.971205
