round,accuracy,fl
2,0.898100019,882.6248487
3,0.947600007,853.2970784
4,0.960099995,849.6399185
5,0.966400027,856.9371681
6,0.971300006,855.5622509
7,0.973399997,855.6365577
8,0.975199997,854.9045161
9,0.977100015,863.6808855
10,0.978799999,865.5140339
11,0.979600012,858.8949901
,0.962760007,859.6692248
