round,accuracy,fl
2,0.195874304,6623.094916
3,0.344114929,6626.289993
4,0.527504623,6906.663976
5,0.634488344,6649.779481
6,0.701329112,6689.143723
7,0.741318405,6646.16803
8,0.770282745,6702.845147
9,0.786531985,6677.720101
10,0.798594058,6704.250838
11,0.807467759,6916.088418
,0.630750626,6714.204462
