round,accuracy,fl
2,0.719500005,137.1792631
3,0.74940002,137.3933497
4,0.767400026,137.506108
5,0.781000018,138.1947446
6,0.798099995,137.2544697
7,0.807900012,136.3440383
8,0.817399979,138.5134997
9,0.824500024,137.4514856
10,0.830900013,137.3165185
11,0.834900022,136.4364418
,0.793100011,137.3589919
