round,accuracy,fl
2,0.705799997,851.3787806
3,0.744199991,856.93948
4,0.761399984,850.705198
5,0.772800028,857.3869122
6,0.790300012,856.2559344
7,0.80250001,863.2578498
8,0.8125,852.5682164
9,0.821500003,850.8072518
10,0.825699985,858.5801507
11,0.831499994,857.8454777
,0.78682,855.5725252
