round,accuracy,fl
2,0.195874304,1257.365565
3,0.479064226,1256.90192
4,0.687653661,1260.921451
5,0.753265202,1272.422496
6,0.788990498,1258.829902
7,0.80769819,1260.209137
8,0.818531036,1282.93971
9,0.825407207,1258.928485
10,0.831054091,1274.834834
11,0.836624146,1264.147103
,0.702416256,1264.75006
