round,accuracy,fl
2,0.2764,1165.764046
3,0.355500013,1170.318928
4,0.388300002,1168.128851
5,0.413199991,1175.651791
6,0.431100011,1170.634748
7,0.445100009,1167.663919
8,0.45449999,1169.104433
9,0.46450001,1171.365474
10,0.47420001,1181.812448
11,0.484299988,1166.977914
,0.418710002,1170.742255
