round,accuracy,fl
2,0.851300001,129.0316235
3,0.907400012,126.281459
4,0.930000007,125.7412265
5,0.942099988,123.4679785
6,0.948599994,128.1541845
7,0.954900026,127.9546884
8,0.957899988,125.1252255
9,0.961000025,126.1365007
10,0.963800013,126.1727568
11,0.966400027,124.8397483
,0.938340008,126.2905392
