round,accuracy,fl
2,0.195874304,241.4177527
3,0.480639219,244.3219412
4,0.686846972,241.5453662
5,0.749769509,240.3394072
6,0.78745389,237.0158451
7,0.806545794,241.8291769
8,0.818108499,241.3094564
9,0.825445592,239.6308092
10,0.831169307,234.9781003
11,0.836470485,237.984176
,0.701832357,240.0372031
