round,accuracy,fl
2,0.667699993,119.6918001
3,0.707099974,120.8656553
4,0.734300017,120.5299234
5,0.742799997,121.1377287
6,0.751800001,120.0292384
7,0.753899992,121.507394
8,0.756399989,121.3790829
9,0.754199982,121.3321873
10,0.752499998,122.062765
11,0.747200012,122.9746765
,0.736789995,121.1510452
