round,accuracy,fl
2,0.207000002,3229.299315
3,0.265399992,3239.943077
4,0.353700012,3229.764719
5,0.3847,3232.914372
6,0.400099993,3232.851259
7,0.41139999,3225.33548
8,0.41960001,3241.25718
9,0.424899995,3242.635158
10,0.432099998,3229.949082
11,0.440100014,3225.707972
,0.373900001,3232.965761
