round,accuracy,fl
2,0.719500005,148.8949086
3,0.749599993,149.3167427
4,0.768299997,147.3195496
5,0.781499982,147.1424944
6,0.797900021,147.6423134
7,0.808399975,147.7624475
8,0.816999972,148.1645247
9,0.824599981,147.1059331
10,0.830299973,149.7426849
11,0.834999979,150.3158615
Average,0.793209988,148.340746
