round,accuracy,fl
2,0.718299985,509.0565859
3,0.747900009,517.4563652
4,0.768000007,482.8031301
5,0.782500029,481.214668
6,0.797299981,481.2981229
7,0.808099985,452.6905331
8,0.814499974,450.5094362
9,0.819400012,449.0645879
10,0.821799994,421.0882564
11,0.826799989,418.4581117
,0.790459996,466.3639797
