round,accuracy,fl
2,0.8495,4709.289003
3,0.916100025,4708.034264
4,0.937699974,4700.467637
5,0.948899984,4706.089446
6,0.95630002,4710.143802
7,0.960399985,5010.090986
8,0.96420002,5024.517453
9,0.966300011,4853.286003
10,0.969500005,4698.286775
11,0.970700026,4702.343529
,0.943960005,4782.25489
