round,accuracy,fl
2,0.2764,141.4696818
3,0.355500013,143.2638761
4,0.388300002,142.2983814
5,0.414900005,143.3799812
6,0.430999994,145.9398615
7,0.44600001,143.0083945
8,0.454899997,144.3884843
9,0.46540001,143.3198867
10,0.474599987,143.4267861
11,0.483599991,142.1942302
,0.419060001,143.2689564
