round,accuracy,fl
2,0.885800004,870.8558625
3,0.940500021,860.5970048
4,0.953299999,859.8573331
5,0.960900009,866.2217255
6,0.965799987,870.8672703
7,0.970600009,867.1052315
8,0.973800004,862.5004941
9,0.975099981,885.3934025
10,0.977199972,882.5688899
11,0.978799999,873.3935953
,0.958179998,869.936081
