round,accuracy,fl
2,0.885800004,147.5564573
3,0.940400004,150.733694
4,0.952700019,150.4159214
5,0.961099982,150.8874766
6,0.965600014,147.016721
7,0.970799983,148.951586
8,0.973699987,149.018585
9,0.975399971,148.6569473
10,0.977400005,147.4764499
11,0.979399979,146.5485423
Average,0.958229995,148.7262381
