round,accuracy,fl
2,0.851300001,131.8637528
3,0.907400012,128.0735833
4,0.930299997,126.8431393
5,0.941799998,126.6246893
6,0.948800027,128.1998483
7,0.954200029,128.8076095
8,0.957700014,129.7978345
9,0.961000025,128.2368652
10,0.963699996,127.6503032
11,0.966499984,127.8392866
,0.938270009,128.3936912
