round,accuracy,fl
2,0.2764,142.664603
3,0.354299992,145.2671497
4,0.389099985,144.3291632
5,0.414299995,145.2453467
6,0.4296,144.2645937
7,0.445199996,147.7162965
8,0.4542,145.4365536
9,0.464899987,145.5298199
10,0.474700004,147.1331513
11,0.484100014,147.0097254
,0.418679997,145.4596403
