round,accuracy,fl
2,0.2764,12690.70947
3,0.354799986,12713.50173
4,0.388099998,12749.7193
5,0.414900005,12721.68708
6,0.430099994,12720.76427
7,0.445600003,12746.44289
8,0.453900009,12736.81391
9,0.465700001,12763.70115
10,0.474900007,12714.10439
11,0.4833,12696.43924
,0.41877,12725.38834
