round,accuracy,fl
2,0.195874304,3275.031012
3,0.335586965,3425.673085
4,0.525007665,3282.62536
5,0.638521791,3281.058988
6,0.7039029,3287.419593
7,0.745428681,3282.346435
8,0.770705283,3282.960395
9,0.787415504,6139.776291
10,0.799823284,3300.292776
11,0.807659805,3289.694112
,0.630992618,3584.687805
