round,accuracy,fl
2,0.885800004,143.6740586
3,0.940500021,139.5540951
4,0.953400016,142.5866099
5,0.960799992,144.1507478
6,0.965699971,139.5468366
7,0.970600009,140.0345687
8,0.973500013,139.3943044
9,0.975099981,140.7255405
10,0.977599978,139.7850323
11,0.978900015,140.1260995
,0.95819,140.9577893
