round,accuracy,fl
2,0.884899974,510.2815233
3,0.940800011,508.7370395
4,0.953599989,483.6026925
5,0.960300028,481.4138807
6,0.965600014,485.0189915
7,0.970200002,448.449546
8,0.972899973,460.6271796
9,0.974300027,451.3304002
10,0.975099981,420.1675806
11,0.976199985,422.4023867
,0.957389998,467.2031221
