round,accuracy,fl
2,0.195874304,272.4658266
3,0.196527347,269.9935434
4,0.364704967,269.8250597
5,0.536032557,275.6211096
6,0.626190841,271.3377804
7,0.682544589,274.6221617
8,0.721919179,267.8235014
9,0.747426271,269.617119
10,0.766863883,278.5695542
11,0.780885041,269.595301
,0.561896898,271.9470957
