round,accuracy,fl
2,0.212300003,1152.841927
3,0.380600005,1160.05854
4,0.413800001,1155.008956
5,0.429699987,1169.914935
6,0.443300009,1149.001942
7,0.456,1167.308865
8,0.468899995,1155.388877
9,0.476399988,1157.334641
10,0.485000014,1148.314704
11,0.492500007,1151.533643
,0.425850001,1156.670703
