round,accuracy,fl
2,0.242300004,140.2447185
3,0.279100001,146.4774816
4,0.335900009,140.2262561
5,0.362800002,141.0475003
6,0.377299994,140.735697
7,0.389699996,141.5482616
8,0.404700011,150.0455935
9,0.415800005,145.0046157
10,0.421700001,146.2637082
11,0.429199994,144.6161422
,0.365850002,143.6209975
