round,accuracy,fl
2,0.195874304,252.1316473
3,0.195874304,244.3696993
4,0.318031639,244.5500273
5,0.477220356,248.3931529
6,0.570144415,249.0407613
7,0.62980181,251.0703211
8,0.664220929,251.9327418
9,0.682659805,248.7692344
10,0.69814074,252.0544985
11,0.707321763,248.6705706
,0.513929006,249.0982655
