round,accuracy,fl
2,0.851300001,127.595222
3,0.907400012,124.2511717
4,0.930599988,127.0312114
5,0.942200005,123.3127133
6,0.948599994,128.1672638
7,0.954400003,125.7212655
8,0.957700014,129.8350881
9,0.960699975,127.126822
10,0.96390003,125.7366197
11,0.966600001,129.5411763
,0.938340002,126.8318554
