round,accuracy,fl
2,0.705799997,129.2425232
3,0.744799972,130.3101458
4,0.761300027,128.9760764
5,0.772800028,129.7929935
6,0.789200008,128.6853671
7,0.8028,129.1196032
8,0.811999977,130.3707244
9,0.822000027,129.2374629
10,0.826099992,130.2883462
11,0.832099974,129.4848079
,0.78689,129.5508051
