round,accuracy,fl
2,0.195874304,239.9726594
3,0.478526443,240.9562556
4,0.686731696,241.5870723
5,0.751498163,243.0561979
6,0.787607551,241.9445761
7,0.806853116,239.2702098
8,0.818223715,241.5875768
9,0.825023055,241.0244618
10,0.831322968,236.9313568
11,0.836931467,241.1155303
,0.701859248,240.7445897
