round,accuracy,fl
2,0.297364771,1237.30856
3,0.620889664,1254.287481
4,0.743584812,1242.541714
5,0.785840511,1242.852067
6,0.802742779,1243.129436
7,0.814535975,1239.432277
8,0.82394743,1244.792535
9,0.829709589,1248.0713
10,0.835202813,1245.77521
11,0.839044273,1240.717205
,0.739286262,1243.890778
