round,accuracy,fl
2,0.677999973,2331.494843
3,0.720200002,2333.106704
4,0.737999976,2334.109551
5,0.751299977,2344.733222
6,0.757799983,2338.373413
7,0.764599979,2329.741219
8,0.770299971,2338.263778
9,0.777999997,2329.986212
10,0.785300016,2339.417728
11,0.793099999,2331.186455
,0.753659987,2335.041313
