round,accuracy,fl
2,0.898100019,128.7897762
3,0.947600007,130.4503534
4,0.959999979,129.6602728
5,0.966199994,130.2542747
6,0.971199989,128.9646834
7,0.973399997,130.084013
8,0.975499988,129.3284851
9,0.976700008,129.7185683
10,0.978699982,140.5991948
11,0.980099976,129.7378803
,0.962749994,130.7587502
