round,accuracy,fl
2,0.297364771,227.8655267
3,0.622157335,228.7351455
4,0.743930519,228.8493686
5,0.78553319,228.0438259
6,0.803318977,228.0634614
7,0.815073729,228.8493007
8,0.82410109,228.346108
9,0.82986325,231.1468096
10,0.834972322,228.7334863
11,0.838621676,228.9923937
,0.739493686,228.7625426
