round,accuracy,fl
2,0.243699998,141.6907314
3,0.280900002,148.1150485
4,0.335700005,137.5775238
5,0.360700011,139.879432
6,0.377299994,141.4642784
7,0.384000003,129.0416801
8,0.3926,128.8963349
9,0.407999992,131.9406518
10,0.409799993,122.7553951
11,0.415899992,122.2059305
,0.360859999,134.3567007
