round,accuracy,fl
2,0.677999973,5163.230852
3,0.720300019,5188.121835
4,0.738600016,5178.840957
5,0.750899971,5153.388925
6,0.759299994,7881.344954
7,0.765399992,5152.500925
8,0.770399988,5182.199954
9,0.777800024,5144.488864
10,0.785700023,5148.080952
11,0.792100012,5137.732961
,0.753850001,5432.993118
