round,accuracy,fl
2,0.195874304,283.1049332
3,0.478603244,290.0859669
4,0.687039018,287.0683748
5,0.751229227,293.0971897
6,0.787261844,286.5226302
7,0.807237267,290.4138418
8,0.818300545,284.5385509
9,0.825407207,291.5319135
10,0.830862045,292.5885351
11,0.837200344,288.5280644
,0.701901504,288.748
