round,accuracy,fl
2,0.885800004,1766.577043
3,0.940500021,1803.72343
4,0.953599989,1809.502054
5,0.961499989,1773.687804
6,0.965799987,1786.430155
7,0.970600009,1789.060226
8,0.973399997,1782.743994
9,0.974799991,1777.336403
10,0.977500021,1771.001503
11,0.979200006,1765.425852
,0.958270001,1782.548846
