round,accuracy,fl
2,0.7195000052452087,36343.17517357692
3,0.7495999932289124,36221.67551333504
4,0.7682999968528748,36344.16487466311
5,0.781499981880188,36378.08056777995
6,0.7979000210762024,36395.903929092456
7,0.8083999752998352,36338.94940168504
8,0.8169999718666077,36183.82589069009
9,0.8245999813079834,36430.48478559684
10,0.830299973487854,36495.32111052098
11,0.8349999785423279,36331.68522800226
