round,accuracy,fl
2,0.195874304,256.8827376
3,0.196565762,265.5096258
4,0.364820212,270.5934365
5,0.536032557,266.5442367
6,0.625921965,267.4727794
7,0.683428109,270.4228277
8,0.72111249,267.4300259
9,0.746773183,265.6977711
10,0.765941918,265.3839871
11,0.780923486,268.0550685
,0.561739399,266.3992496
