round,accuracy,fl
2,0.850499988,126.4177068
3,0.907500029,123.1687194
4,0.930100024,117.5542236
5,0.941799998,116.9396887
6,0.948599994,118.4399678
7,0.954200029,113.8750087
8,0.957599998,117.3223959
9,0.959800005,109.3675109
10,0.962000012,105.3944715
11,0.961199999,106.5305388
,0.937330008,115.5010232
