round,accuracy,fl
2,0.241699994,141.8562257
3,0.274399996,142.7401251
4,0.327300012,145.1307088
5,0.351700008,143.5791274
6,0.361200005,146.808219
7,0.369100004,142.8952183
8,0.367799997,145.6680365
9,0.37349999,145.5102989
10,0.369300008,146.332528
11,0.364899993,146.9109143
,0.340090001,144.7431402
