round,accuracy,fl
2,0.672100008,122.890938
3,0.708100021,123.7968515
4,0.734399974,116.2535675
5,0.750800014,113.5233724
6,0.763599992,113.7116567
7,0.772499979,107.3779253
8,0.779100001,109.999524
9,0.780200005,109.6987339
10,0.779500008,104.2303718
11,0.781300008,103.3709881
,0.752160001,112.4853929
