round,accuracy,fl
2,0.2764,145.7045865
3,0.355199993,147.2262823
4,0.387899995,148.0738539
5,0.414999992,148.0350563
6,0.431100011,147.5060632
7,0.445499986,147.0475167
8,0.455900013,146.3826269
9,0.467099994,148.2751371
10,0.474799991,148.7474492
11,0.484800011,146.4762016
,0.419369999,147.3474774
